date,playoffs,home,away,score_home,score_away,pi_home,oi_home,pi_away,oi_away
2022-12-07,False,mil,sac,126,113,0.6888888888888889,1.4,0.3111111111111111,3.1
2022-12-07,False,mem,okc,123,102,0.7520661157024794,1.2857142857142856,0.2479338842975206,3.9
2022-12-07,False,no,det,104,98,0.8162544169611309,1.1818181818181819,0.18374558303886912,5.25
2022-12-07,False,chi,wsh,115,111,0.6470588235294118,1.5,0.3529411764705882,2.75
2022-12-07,False,utah,gs,124,123,0.6547884187082406,1.4761904761904763,0.34521158129175944,2.8
2022-12-07,False,phx,bos,98,125,0.5427435387673957,1.7692307692307692,0.4572564612326043,2.1
2022-12-08,False,mia,lac,115,110,0.6888888888888889,1.4,0.3111111111111111,3.1
2022-12-08,False,sa,hou,118,109,0.4572564612326044,2.1,0.5427435387673956,1.7692307692307692
2022-12-08,False,por,den,120,121,0.4572564612326044,2.1,0.5427435387673956,1.7692307692307692
2022-12-09,False,cha,ny,102,121,0.3812824956672444,2.55,0.6187175043327555,1.5714285714285714
2022-12-09,False,orl,tor,113,109,0.24793388429752067,3.9,0.7520661157024793,1.2857142857142856
2022-12-09,False,ind,wsh,121,111,0.6040343668285394,1.606060606060606,0.3959656331714606,2.45
2022-12-09,False,cle,sac,95,106,0.5962732919254659,1.625,0.40372670807453415,2.4
2022-12-09,False,phi,lal,133,122,0.6470588235294118,1.5,0.3529411764705882,2.75
2022-12-09,False,bkn,atl,120,116,0.7147147147147147,1.3571428571428572,0.2852852852852853,3.4
2022-12-09,False,mem,det,114,103,0.8162544169611309,1.1818181818181819,0.18374558303886912,5.25
2022-12-09,False,no,phx,128,117,0.4675324675324676,2.05,0.5324675324675324,1.8
2022-12-09,False,utah,min,108,118,0.5,1.9090909090909092,0.5,1.9090909090909092
2022-12-09,False,dal,mil,105,106,0.5108342361863489,1.8695652173913042,0.48916576381365107,1.9523809523809523
2022-12-10,False,mia,sa,111,115,0.84,1.1428571428571428,0.16000000000000003,6.0
2022-12-10,False,ind,bkn,133,136,0.7395517867958814,1.303030303030303,0.2604482132041186,3.7
2022-12-10,False,wsh,lac,107,114,0.35294117647058826,2.75,0.6470588235294117,1.5
2022-12-10,False,cle,okc,110,102,0.638854296388543,1.526315789473684,0.36114570361145704,2.7
2022-12-10,False,chi,dal,144,115,0.6470588235294118,1.5,0.3529411764705882,2.75
2022-12-10,False,gs,bos,123,107,0.447405997144217,2.15,0.552594002855783,1.7407407407407407
2022-12-10,False,den,utah,115,110,0.8250000000000001,1.1666666666666667,0.17499999999999993,5.5
2022-12-10,False,por,min,124,118,0.6547884187082406,1.4761904761904763,0.34521158129175944,2.8
2022-12-11,False,no,phx,129,124,0.6040343668285394,1.606060606060606,0.3959656331714606,2.45
2022-12-11,False,ny,sac,112,99,0.5620437956204379,1.7142857142857144,0.43795620437956206,2.2
2022-12-11,False,orl,tor,111,99,0.31111111111111106,3.1,0.6888888888888889,1.4
2022-12-11,False,phi,cha,131,113,0.8064516129032258,1.2,0.19354838709677424,5.0
2022-12-11,False,det,lal,117,124,0.35294117647058826,2.75,0.6470588235294117,1.5
2022-12-11,False,atl,chi,123,122,0.5962732919254659,1.625,0.40372670807453415,2.4
2022-12-11,False,hou,mil,97,92,0.20465116279069767,4.75,0.7953488372093023,1.2222222222222223
2022-12-12,False,ind,mia,82,87,0.4117884537747275,2.35,0.5882115462252725,1.6451612903225805
2022-12-12,False,wsh,bkn,100,112,0.35294117647058826,2.75,0.6470588235294117,1.5
2022-12-12,False,mem,atl,128,103,0.7842323651452283,1.2380952380952381,0.21576763485477168,4.5
2022-12-12,False,sa,cle,112,111,0.22039757994814171,4.4,0.7796024200518583,1.2439024390243902
2022-12-12,False,dal,okc,121,114,0.7520661157024794,1.2857142857142856,0.2479338842975206,3.9
2022-12-12,False,por,min,133,112,0.6115107913669063,1.5882352941176472,0.38848920863309366,2.5
2022-12-12,False,lac,bos,113,93,0.3812824956672444,2.55,0.6187175043327555,1.5714285714285714
2022-12-13,False,phi,sac,123,103,0.6040343668285394,1.606060606060606,0.3959656331714606,2.45
2022-12-13,False,mil,gs,128,111,0.5711159737417943,1.6896551724137931,0.42888402625820565,2.25
2022-12-13,False,hou,phx,111,97,0.3207547169811321,3.0,0.6792452830188679,1.4166666666666667
2022-12-13,False,utah,no,121,100,0.4572564612326044,2.1,0.5427435387673956,1.7692307692307692
2022-12-13,False,lal,bos,118,122,0.38848920863309355,2.5,0.6115107913669064,1.5882352941176472
2022-12-14,False,ind,gs,125,119,0.4782608695652174,2.0,0.5217391304347826,1.8333333333333335
2022-12-14,False,orl,atl,135,124,0.42888402625820565,2.25,0.5711159737417943,1.6896551724137931
2022-12-14,False,cha,det,134,141,0.6323766526926797,1.5405405405405406,0.36762334730732027,2.65
2022-12-14,False,tor,sac,123,124,0.6470588235294118,1.5,0.3529411764705882,2.75
2022-12-14,False,chi,ny,120,128,0.5882115462252726,1.6451612903225805,0.4117884537747274,2.35
2022-12-14,False,okc,mia,108,110,0.43795620437956206,2.2,0.5620437956204379,1.7142857142857144
2022-12-14,False,sa,por,112,128,0.26867627785058973,3.6,0.7313237221494102,1.3225806451612903
