season,date,regular,playoffs,away,home,score_away,score_home,q1_away,q2_away,q3_away,q4_away,ot_away,q1_home,q2_home,q3_home,q4_home,ot_home,whos_favored,spread,total,moneyline_away,moneyline_home,h2_spread,h2_total,id_spread,id_total,game_date
2024,2023-11-15,True,False,bos,phi,117,107,37,20,26,34,0,22,36,17,32,0,away,1.5,223.5,,,,,1.0,1.0,2023-11-15
2024,2023-11-15,True,False,min,phx,115,133,29,25,28,33,0,35,41,34,23,0,home,4.5,222.5,,,,,1.0,1.0,2023-11-15
2024,2023-11-15,True,False,dal,wsh,130,117,41,30,33,26,0,26,25,32,34,0,away,3.5,243.5,,,,,1.0,1.0,2023-11-15
2024,2023-11-15,True,False,mil,tor,128,112,36,34,30,28,0,21,26,32,33,0,away,1.5,224.5,,,,,1.0,1.0,2023-11-15
2024,2023-11-16,True,False,okc,gs,128,109,39,28,27,34,0,24,36,25,24,0,away,3.5,226.5,,,,,1.0,1.0,2023-11-16
2024,2023-11-16,True,False,bkn,mia,115,122,27,25,31,32,0,30,30,35,27,0,home,3.5,214.5,,,,,1.0,1.0,2023-11-16
2024,2023-11-17,True,False,ny,wsh,120,99,35,30,24,31,0,25,29,30,15,0,away,7.5,226.5,,,,,1.0,0.0,2023-11-17
2024,2023-11-17,True,False,den,no,110,115,28,25,33,24,0,36,33,26,20,0,away,4.5,227.5,,,,,0.0,0.0,2023-11-17
2024,2023-11-17,True,False,mil,cha,130,99,28,31,33,38,0,37,20,24,18,0,away,8.5,242.5,,,,,1.0,0.0,2023-11-17
2024,2023-11-17,True,False,det,cle,100,108,26,19,28,27,0,35,24,21,28,0,home,8.5,218.5,,,,,0.0,0.0,2023-11-17
2024,2023-11-17,True,False,hou,lac,100,106,23,27,27,23,0,29,19,31,27,0,home,7.5,218.5,,,,,0.0,0.0,2023-11-17
2024,2023-11-17,True,False,phx,utah,131,128,41,34,27,29,0,38,37,24,29,0,away,5.5,237.5,,,,,0.0,1.0,2023-11-17
